name,country_code,year,sex,pop
Iraq,368,2035,Male,27806.6
Ireland,372,2035,Male,2595.7
Israel,376,2035,Male,5940.1
Italy,380,2035,Male,28751.3
Cote d'Ivoire,384,2035,Male,17575.7
Jamaica,388,2035,Male,1207.9
Japan,392,2035,Male,57459
Kazakhstan,398,2035,Male,8579.4
Afghanistan,4,2035,Male,28636.1
Austria,40,2035,Male,4772.6
Jordan,400,2035,Male,7529.9
Kenya,404,2035,Male,36184.8
Democratic People's Republic of Korea,408,2035,Male,12619.3
Republic of Korea,410,2035,Male,25734.2
Kuwait,414,2035,Male,3299.3
Kyrgyzstan,417,2035,Male,3412.9
Lao People's Democratic Republic,418,2035,Male,3952.3
Lebanon,422,2035,Male,3983
Lesotho,426,2035,Male,1159.1
Latvia,428,2035,Male,817.8
Liberia,430,2035,Male,3423.8
Libyan Arab Jamahiriya,434,2035,Male,3752.2
Bahamas,44,2035,Male,239.3
Lithuania,440,2035,Male,1125.7
Luxembourg,442,2035,Male,404
Macao Special Administrative Region of China,446,2035,Male,418.4
Madagascar,450,2035,Male,18568.2
Malawi,454,2035,Male,15169.2
Malaysia,458,2035,Male,21042
Maldives,462,2035,Male,316.7
Mali,466,2035,Male,13775.1
Malta,470,2035,Male,214.5
Martinique,474,2035,Male,132.9
Mauritania,478,2035,Male,3076.6
Bahrain,48,2035,Male,1301.6
Mauritius,480,2035,Male,560
Mexico,484,2035,Male,71776.7
Mongolia,496,2035,Male,1726
Republic of Moldova,498,2035,Male,1767.3
Montenegro,499,2035,Male,299.4
Bangladesh,50,2035,Male,93811.1
Morocco,504,2035,Male,18839.2
Mozambique,508,2035,Male,20364.8
Armenia,51,2035,Male,1075.9
Oman,512,2035,Male,4076.9
Namibia,516,2035,Male,1599.8
Barbados,52,2035,Male,118.6
Nepal,524,2035,Male,16328
Netherlands,528,2035,Male,9199.8
Curaçao,531,2035,Male,68.1
Aruba,533,2035,Male,52.1
New Caledonia,540,2035,Male,169.6
Vanuatu,548,2035,Male,179.7
Central Asia,5500,2035,Male,39648.1
Southern Asia,5501,2035,Male,1131357.3
New Zealand,554,2035,Male,2697
Nicaragua,558,2035,Male,3308.6
Belgium,56,2035,Male,6231.7
Niger,562,2035,Male,19470.2
Nigeria,566,2035,Male,145823
Norway,578,2035,Male,3159.4
Micronesia (Federated States of),583,2035,Male,46.9
Pakistan,586,2035,Male,133234.2
Panama,591,2035,Male,2462.6
Papua New Guinea,598,2035,Male,5445.1
Paraguay,600,2035,Male,4047.6
Peru,604,2035,Male,17969.7
Philippines,608,2035,Male,63443.9
Poland,616,2035,Male,17150.7
Portugal,620,2035,Male,4346.4
Guinea-Bissau,624,2035,Male,1126.9
Timor-Leste,626,2035,Male,882
Puerto Rico,630,2035,Male,1533.8
Qatar,634,2035,Male,3182.4
Reunion,638,2035,Male,468
Bhutan,64,2035,Male,516.9
Romania,642,2035,Male,7613.6
Russian Federation,643,2035,Male,65921.5
Rwanda,646,2035,Male,8645.8
Saint Lucia,662,2035,Male,75
Saint Vincent and the Grenadines,670,2035,Male,36.6
Sao Tome and Principe,678,2035,Male,115.7
Bolivia (Plurinational State of),68,2035,Male,6627.4
Saudi Arabia,682,2035,Male,26083.3
Senegal,686,2035,Male,11288.3
Serbia,688,2035,Male,3680.3
Seychelles,690,2035,Male,45.9
Sierra Leone,694,2035,Male,5123.2
Bosnia and Herzegovina,70,2035,Male,1110.9
Singapore,702,2035,Male,3679.9
Slovakia,703,2035,Male,2508
Viet Nam,704,2035,Male,50974.6
Slovenia,705,2035,Male,1114.9
Somalia,706,2035,Male,11397.2
South Africa,710,2035,Male,33487.7
Zimbabwe,716,2035,Male,10300.6
Botswana,72,2035,Male,1432.5
Spain,724,2035,Male,24484.8
South Sudan,728,2035,Male,11399.6
Sudan,729,2035,Male,26260
Western Sahara,732,2035,Male,497.8
Suriname,740,2035,Male,250.9
Swaziland,748,2035,Male,782
Sweden,752,2035,Male,5786.7
Switzerland,756,2035,Male,5032.5
Brazil,76,2035,Male,111905.5
Syrian Arab Republic,760,2035,Male,10337.7
Tajikistan,762,2035,Male,5530.6
Thailand,764,2035,Male,34057.8
Togo,768,2035,Male,5296.4
Tonga,776,2035,Male,39.7
Trinidad and Tobago,780,2035,Male,545
United Arab Emirates,784,2035,Male,11201.4
Tunisia,788,2035,Male,6183
Turkey,792,2035,Male,44939.3
Turkmenistan,795,2035,Male,3373.6
Albania,8,2035,Male,1105.4
Uganda,800,2035,Male,35717.5
Ukraine,804,2035,Male,18812.7
The former Yugoslav Republic of Macedonia,807,2035,Male,881.5
Egypt,818,2035,Male,61622.5
United Kingdom of Great Britain and Northern Ireland,826,2035,Male,36077.3
Channel Islands,830,2035,Male,98.9
United Republic of Tanzania,834,2035,Male,44836.5
Belize,84,2035,Male,229
United States of America,840,2035,Male,191268.9
United States Virgin Islands,850,2035,Male,50.2
Burkina Faso,854,2035,Male,14237.4
Uruguay,858,2035,Male,1548.3
Uzbekistan,860,2035,Male,18751.6
Venezuela (Bolivarian Republic of),862,2035,Male,18861.4
Samoa,882,2035,Male,79.9
Yemen,887,2035,Male,21057.6
Zambia,894,2035,Male,13695.8
Solomon Islands,90,2035,Male,418.4
World,900,2035,Male,4401278.4
Africa,903,2035,Male,897133.8
Latin America and the Caribbean,904,2035,Male,353130.7
Northern America,905,2035,Male,213476.6
Eastern Asia,906,2035,Male,830598.9
Europe,908,2035,Male,364138.3
Oceania,909,2035,Male,25738.5
Eastern Africa,910,2035,Male,315443.1
Middle Africa,911,2035,Male,123194
Northern Africa,912,2035,Male,141475
Southern Africa,913,2035,Male,38462.6
Western Africa,914,2035,Male,278559.1
Caribbean,915,2035,Male,21505.1
Central America,916,2035,Male,99251.8
South-Eastern Asia,920,2035,Male,363914.8
Western Asia,922,2035,Male,182141.3
Eastern Europe,923,2035,Male,130092.4
Northern Europe,924,2035,Male,56484.3
Southern Europe,925,2035,Male,73617.4
Western Europe,926,2035,Male,103944.2
Australia and New Zealand,927,2035,Male,18491.3
Melanesia,928,2035,Male,6626.8
South America,931,2035,Male,232373.8
Asia,935,2035,Male,2547660.5
Micronesia,954,2035,Male,279.5
Polynesia,957,2035,Male,340.9
Brunei Darussalam,96,2035,Male,277
Bulgaria,100,2035,Female,2818.1
Myanmar,104,2035,Female,28543.4
Burundi,108,2035,Female,7113.9
Belarus,112,2035,Female,4877.2
Cambodia,116,2035,Female,10005
Algeria,12,2035,Female,23994.7
Cameroon,120,2035,Female,16551.5
Canada,124,2035,Female,22616
Cape Verde,132,2035,Female,281.2
Central African Republic,140,2035,Female,2946.3
Sri Lanka,144,2035,Female,10998.9
Chad,148,2035,Female,11608.2
Chile,152,2035,Female,9838.9
China,156,2035,Female,679316.8
Taiwan Province of China,158,2035,Female,11683.4
Colombia,170,2035,Female,27495.2
Comoros,174,2035,Female,540.5
Mayotte,175,2035,Female,199.4
Congo,178,2035,Female,3816.7
Democratic Republic of the Congo,180,2035,Female,63305.8
Costa Rica,188,2035,Female,2905
Croatia,191,2035,Female,1922.9
Cuba,192,2035,Female,5024.8
Cyprus,196,2035,Female,692.7
Czech Republic,203,2035,Female,5297.2
Benin,204,2035,Female,8145.1
Denmark,208,2035,Female,3167.2
Dominican Republic,214,2035,Female,6084.8
Ecuador,218,2035,Female,10077
El Salvador,222,2035,Female,3178.2
Equatorial Guinea,226,2035,Female,849.4
Ethiopia,231,2035,Female,76512.7
Eritrea,232,2035,Female,3362.9
Estonia,233,2035,Female,668.9
Angola,24,2035,Female,23489.4
Fiji,242,2035,Female,400.3
Finland,246,2035,Female,2857.2
France,250,2035,Female,36811.8
French Guiana,254,2035,Female,221.3
French Polynesia,258,2035,Female,164.1
Djibouti,262,2035,Female,690
Gabon,266,2035,Female,1369.4
Georgia,268,2035,Female,1454.2
Gambia,270,2035,Female,1536.5
Occupied Palestinian Territory,275,2035,Female,3156
Germany,276,2035,Female,43011.1
Antigua and Barbuda,28,2035,Female,54.1
Ghana,288,2035,Female,19981.9
Kiribati,296,2035,Female,68.9
Greece,300,2035,Female,5787.3
Grenada,308,2035,Female,37.4
Azerbaijan,31,2035,Female,5202.2
Guadeloupe,312,2035,Female,228.3
Guam,316,2035,Female,89.8
Argentina,32,2035,Female,26079.5
Guatemala,320,2035,Female,10735.7
Guinea,324,2035,Female,8720.5
Guyana,328,2035,Female,254
Haiti,332,2035,Female,6264.3
Honduras,340,2035,Female,5808.8
Hong Kong Special Administrative Region of China,344,2035,Female,4891.9
Hungary,348,2035,Female,4776.3
Iceland,352,2035,Female,187.2
India,356,2035,Female,752191.3
Australia,36,2035,Female,15967.8
Indonesia,360,2035,Female,148541.4
Iran (Islamic Republic of),364,2035,Female,46701.8
Iraq,368,2035,Female,27024.7
Ireland,372,2035,Female,2683.5
Israel,376,2035,Female,6066.2
Italy,380,2035,Female,30084.4
Cote d'Ivoire,384,2035,Female,17035.6
Jamaica,388,2035,Female,1222.9
Japan,392,2035,Female,60760.8
Kazakhstan,398,2035,Female,9168.5
Afghanistan,4,2035,Female,26902.9
Austria,40,2035,Female,4924.3
Jordan,400,2035,Female,7402.5
Kenya,404,2035,Female,36687.5
Democratic People's Republic of Korea,408,2035,Female,13279
Republic of Korea,410,2035,Female,25990.2
Kuwait,414,2035,Female,2433.1
Kyrgyzstan,417,2035,Female,3462.5
Lao People's Democratic Republic,418,2035,Female,4001.9
Lebanon,422,2035,Female,3985.9
Lesotho,426,2035,Female,1244.7
Latvia,428,2035,Female,928.8
Liberia,430,2035,Female,3337.7
Libyan Arab Jamahiriya,434,2035,Female,3714
Bahamas,44,2035,Female,252.1
Lithuania,440,2035,Female,1291.7
Luxembourg,442,2035,Female,394.4
Macao Special Administrative Region of China,446,2035,Female,470.2
Madagascar,450,2035,Female,18628.4
Malawi,454,2035,Female,15338.7
Malaysia,458,2035,Female,19630.4
Maldives,462,2035,Female,227.9
Mali,466,2035,Female,13781.8
Malta,470,2035,Female,207.6
Martinique,474,2035,Female,181.7
Mauritania,478,2035,Female,3042
Bahrain,48,2035,Female,768.3
Mauritius,480,2035,Female,581
Mexico,484,2035,Female,72883.1
Mongolia,496,2035,Female,1781.5
Republic of Moldova,498,2035,Female,1957.9
Montenegro,499,2035,Female,308.1
Bangladesh,50,2035,Female,93987.4
Morocco,504,2035,Female,19694.2
Mozambique,508,2035,Female,21491.4
Armenia,51,2035,Female,1309.7
Oman,512,2035,Female,1970.9
Namibia,516,2035,Female,1711.7
Barbados,52,2035,Female,129.7
Nepal,524,2035,Female,18142.7
Netherlands,528,2035,Female,9324.2
Curaçao,531,2035,Female,89
Aruba,533,2035,Female,59.8
New Caledonia,540,2035,Female,168.1
Vanuatu,548,2035,Female,175.2
Central Asia,5500,2035,Female,40409.8
Southern Asia,5501,2035,Female,1076615.9
New Zealand,554,2035,Female,2833.4
Nicaragua,558,2035,Female,3465.9
Belgium,56,2035,Female,6419.5
Niger,562,2035,Female,19314.8
Nigeria,566,2035,Female,141387.5
Norway,578,2035,Female,3083.2
Micronesia (Federated States of),583,2035,Female,45.4
Pakistan,586,2035,Female,127021.8
Panama,591,2035,Female,2475.9
Papua New Guinea,598,2035,Female,5272.5
Paraguay,600,2035,Female,3902.8
Peru,604,2035,Female,18159.5
Philippines,608,2035,Female,63486.2
Poland,616,2035,Female,18475.2
Portugal,620,2035,Female,4936.4
Guinea-Bissau,624,2035,Female,1171.6
Timor-Leste,626,2035,Female,853.7
Puerto Rico,630,2035,Female,1686.1
Qatar,634,2035,Female,1075
Reunion,638,2035,Female,507.9
Bhutan,64,2035,Female,441.4
Romania,642,2035,Female,8166.2
Russian Federation,643,2035,Female,76145.6
Rwanda,646,2035,Female,8942.8
Saint Lucia,662,2035,Female,78.6
Saint Vincent and the Grenadines,670,2035,Female,35.4
Sao Tome and Principe,678,2035,Female,122.4
Bolivia (Plurinational State of),68,2035,Female,6635.4
Saudi Arabia,682,2035,Female,19069.9
Senegal,686,2035,Female,11755.2
Serbia,688,2035,Female,3866.9
Seychelles,690,2035,Female,48
Sierra Leone,694,2035,Female,5197.5
Bosnia and Herzegovina,70,2035,Female,1175.1
Singapore,702,2035,Female,3882.2
Slovakia,703,2035,Female,2668.5
Viet Nam,704,2035,Female,52570.9
Slovenia,705,2035,Female,1092.2
Somalia,706,2035,Female,11452.5
South Africa,710,2035,Female,34770.9
Zimbabwe,716,2035,Female,10984.8
Botswana,72,2035,Female,1471.9
Spain,724,2035,Female,25375
South Sudan,728,2035,Female,11360
Sudan,729,2035,Female,26331.8
Western Sahara,732,2035,Female,448.7
Suriname,740,2035,Female,250.1
Swaziland,748,2035,Female,847.3
Sweden,752,2035,Female,5745.8
Switzerland,756,2035,Female,5073.5
Brazil,76,2035,Female,117065.9
Syrian Arab Republic,760,2035,Female,10417
Tajikistan,762,2035,Female,5422.5
Thailand,764,2035,Female,36880.8
Togo,768,2035,Female,5330.8
Tonga,776,2035,Female,40.3
Trinidad and Tobago,780,2035,Female,574.2
United Arab Emirates,784,2035,Female,4033.2
Tunisia,788,2035,Female,6388.4
Turkey,792,2035,Female,46641.5
Turkmenistan,795,2035,Female,3505.7
Albania,8,2035,Female,1108.9
Uganda,800,2035,Female,36149.9
Ukraine,804,2035,Female,22008.1
The former Yugoslav Republic of Macedonia,807,2035,Female,902.5
Egypt,818,2035,Female,60917
United Kingdom of Great Britain and Northern Ireland,826,2035,Female,37160.5
Channel Islands,830,2035,Female,98.4
United Republic of Tanzania,834,2035,Female,45598.7
Belize,84,2035,Female,232.9
United States of America,840,2035,Female,195355.5
United States Virgin Islands,850,2035,Female,58.4
Burkina Faso,854,2035,Female,14371
Uruguay,858,2035,Female,1669.5
Uzbekistan,860,2035,Female,18850.6
Venezuela (Bolivarian Republic of),862,2035,Female,19334
Samoa,882,2035,Female,73.3
Yemen,887,2035,Female,20640.8
Zambia,894,2035,Female,13932.8
Solomon Islands,90,2035,Female,410.9
World,900,2035,Female,4344032.3
Africa,903,2035,Female,900129.5
Latin America and the Caribbean,904,2035,Female,364911.5
Northern America,905,2035,Female,217971.5
Eastern Asia,906,2035,Female,798173.8
Europe,908,2035,Female,387983.9
Oceania,909,2035,Female,25834.1
Eastern Africa,910,2035,Female,320140.4
Middle Africa,911,2035,Female,124059.2
Northern Africa,912,2035,Female,141488.7
Southern Africa,913,2035,Female,40048.1
Western Africa,914,2035,Female,274393
Caribbean,915,2035,Female,22233.9
Central America,916,2035,Female,101685.4
South-Eastern Asia,920,2035,Female,368657.5
Western Asia,922,2035,Female,163345
Eastern Europe,923,2035,Female,147192.5
Northern Europe,924,2035,Female,57948
Southern Europe,925,2035,Female,76841.9
Western Europe,926,2035,Female,106001.4
Australia and New Zealand,927,2035,Female,18801.7
Melanesia,928,2035,Female,6427.5
South America,931,2035,Female,240992.2
Asia,935,2035,Female,2447201.9
Micronesia,954,2035,Female,279.7
Polynesia,957,2035,Female,325.2
Brunei Darussalam,96,2035,Female,261.4
Bulgaria,100,2040,Male,2481.6
Myanmar,104,2040,Male,26751.1
Burundi,108,2040,Male,7192.1
Belarus,112,2040,Male,4091.6
Cambodia,116,2040,Male,10078.1
Algeria,12,2040,Male,24899
Cameroon,120,2040,Male,17681.4
Canada,124,2040,Male,23271.6
Cape Verde,132,2040,Male,279.1
Central African Republic,140,2040,Male,2937.2
Sri Lanka,144,2040,Male,9572.7
Chad,148,2040,Male,12741
Chile,152,2040,Male,9730.3
China,156,2040,Male,702054.1
Taiwan Province of China,158,2040,Male,11217.2
Colombia,170,2040,Male,26314.8
Comoros,174,2040,Male,581.9
Mayotte,175,2040,Male,209.3
Congo,178,2040,Male,4088.1
Democratic Republic of the Congo,180,2040,Male,69314.9
Costa Rica,188,2040,Male,2948
Croatia,191,2040,Male,1800.3
Cuba,192,2040,Male,4673
Cyprus,196,2040,Male,727
Czech Republic,203,2040,Male,5096.9
Benin,204,2040,Male,8802.9
Denmark,208,2040,Male,3208.2
Dominican Republic,214,2040,Male,6095.6
Ecuador,218,2040,Male,10367.6
El Salvador,222,2040,Male,2584.9
Equatorial Guinea,226,2040,Male,1136.3
Ethiopia,231,2040,Male,82279.9
Eritrea,232,2040,Male,3564.2
Estonia,233,2040,Male,610
Angola,24,2040,Male,24891.2
Fiji,242,2040,Male,397.2
Finland,246,2040,Male,2834
France,250,2040,Male,37049.9
French Guiana,254,2040,Male,243.1
French Polynesia,258,2040,Male,177.2
Djibouti,262,2040,Male,741.9
Gabon,266,2040,Male,1530
Georgia,268,2040,Male,1154.5
Gambia,270,2040,Male,1625.3
Occupied Palestinian Territory,275,2040,Male,3401
Germany,276,2040,Male,42926.6
Antigua and Barbuda,28,2040,Male,48.3
Ghana,288,2040,Male,20994.6
Kiribati,296,2040,Male,66.8
Greece,300,2040,Male,5789.2
Grenada,308,2040,Male,34.6
Azerbaijan,31,2040,Male,5097.8
Guadeloupe,312,2040,Male,174.6
Guam,316,2040,Male,93.5
Argentina,32,2040,Male,25561.8
Guatemala,320,2040,Male,10592.5
Guinea,324,2040,Male,9380.1
Guyana,328,2040,Male,227.6
Haiti,332,2040,Male,6117.9
Honduras,340,2040,Male,5947.3
Hong Kong Special Administrative Region of China,344,2040,Male,3959.3
Hungary,348,2040,Male,4285.2
Iceland,352,2040,Male,192.4
India,356,2040,Male,819458.8
Australia,36,2040,Male,16787.8
Indonesia,360,2040,Male,150990.1
Iran (Islamic Republic of),364,2040,Male,48530.4
Iraq,368,2040,Male,30049.9
Ireland,372,2040,Male,2657.6
Israel,376,2040,Male,6469.6
Italy,380,2040,Male,28688.6
Cote d'Ivoire,384,2040,Male,18854.2
Jamaica,388,2040,Male,1128.2
Japan,392,2040,Male,55883.5
Kazakhstan,398,2040,Male,8495.5
Afghanistan,4,2040,Male,31537.8
Austria,40,2040,Male,4899.4
Jordan,400,2040,Male,8213.2
Kenya,404,2040,Male,39306
Democratic People's Republic of Korea,408,2040,Male,12453.6
Republic of Korea,410,2040,Male,25331.3
Kuwait,414,2040,Male,3494.3
Kyrgyzstan,417,2040,Male,3477.5
Lao People's Democratic Republic,418,2040,Male,4033.4
Lebanon,422,2040,Male,4185.5
Lesotho,426,2040,Male,1166
Latvia,428,2040,Male,804.9
Liberia,430,2040,Male,3677.1
Libyan Arab Jamahiriya,434,2040,Male,3844.7
Bahamas,44,2040,Male,249.5
Lithuania,440,2040,Male,1073.3
Luxembourg,442,2040,Male,435.5
Macao Special Administrative Region of China,446,2040,Male,446.6
Madagascar,450,2040,Male,20101.6
Malawi,454,2040,Male,17007.1
Malaysia,458,2040,Male,22099.6
Maldives,462,2040,Male,333.1
Mali,466,2040,Male,14972.8
Malta,470,2040,Male,211.6
Martinique,474,2040,Male,123
Mauritania,478,2040,Male,3284.2
Bahrain,48,2040,Male,1405.8
Mauritius,480,2040,Male,536.1
Mexico,484,2040,Male,72843.9
Mongolia,496,2040,Male,1756.2
Republic of Moldova,498,2040,Male,1710
Montenegro,499,2040,Male,295
Bangladesh,50,2040,Male,95070.6
Morocco,504,2040,Male,18826.1
Mozambique,508,2040,Male,21801.3
Armenia,51,2040,Male,1007.3
Oman,512,2040,Male,4362.4
Namibia,516,2040,Male,1677.5
Barbados,52,2040,Male,114.2
Nepal,524,2040,Male,16645
Netherlands,528,2040,Male,9348.3
Curaçao,531,2040,Male,67.5
Aruba,533,2040,Male,52.5
New Caledonia,540,2040,Male,177.2
Vanuatu,548,2040,Male,189.6
Central Asia,5500,2040,Male,40486.9
Southern Asia,5501,2040,Male,1162704.9
New Zealand,554,2040,Male,2791.8
Nicaragua,558,2040,Male,3319.3
Belgium,56,2040,Male,6403.9
Niger,562,2040,Male,22520.3
Nigeria,566,2040,Male,161503.1
Norway,578,2040,Male,3290.6
Micronesia (Federated States of),583,2040,Male,44.3
Pakistan,586,2040,Male,141022.5
Panama,591,2040,Male,2552
Papua New Guinea,598,2040,Male,5731.5
Paraguay,600,2040,Male,4150.9
Peru,604,2040,Male,18250.7
Philippines,608,2040,Male,65744.2
Poland,616,2040,Male,16647.5
Portugal,620,2040,Male,4218.4
Guinea-Bissau,624,2040,Male,1171.9
Timor-Leste,626,2040,Male,936.3
Puerto Rico,630,2040,Male,1464.9
Qatar,634,2040,Male,3496.7
Reunion,638,2040,Male,475.5
Bhutan,64,2040,Male,533.9
Romania,642,2040,Male,7092.3
Russian Federation,643,2040,Male,65862.9
Rwanda,646,2040,Male,9370.9
Saint Lucia,662,2040,Male,70.9
Saint Vincent and the Grenadines,670,2040,Male,32.2
Sao Tome and Principe,678,2040,Male,117.6
Bolivia (Plurinational State of),68,2040,Male,6856.9
Saudi Arabia,682,2040,Male,27813.5
Senegal,686,2040,Male,12213.4
Serbia,688,2040,Male,3508
Seychelles,690,2040,Male,45.4
Sierra Leone,694,2040,Male,5444.9
Bosnia and Herzegovina,70,2040,Male,967.4
Singapore,702,2040,Male,3903.7
Slovakia,703,2040,Male,2446
Viet Nam,704,2040,Male,51030.2
Slovenia,705,2040,Male,1132.3
Somalia,706,2040,Male,12483
South Africa,710,2040,Male,34685
Zimbabwe,716,2040,Male,10768.6
Botswana,72,2040,Male,1493
Spain,724,2040,Male,24986.2
South Sudan,728,2040,Male,12796.1
Sudan,729,2040,Male,27706.1
Western Sahara,732,2040,Male,554
Suriname,740,2040,Male,240.9
Swaziland,748,2040,Male,804.6
Sweden,752,2040,Male,6017.9
Switzerland,756,2040,Male,5256.3
Brazil,76,2040,Male,112612.1
Syrian Arab Republic,760,2040,Male,10450.5
Tajikistan,762,2040,Male,5747.3
Thailand,764,2040,Male,33627
Togo,768,2040,Male,5633.7
Tonga,776,2040,Male,36.4
Trinidad and Tobago,780,2040,Male,509.9
United Arab Emirates,784,2040,Male,12286.2
Tunisia,788,2040,Male,6211.7
Turkey,792,2040,Male,45926.8
Turkmenistan,795,2040,Male,3464.2
Albania,8,2040,Male,1001.2
Uganda,800,2040,Male,40222.9
Ukraine,804,2040,Male,18469.8
The former Yugoslav Republic of Macedonia,807,2040,Male,833.1
Egypt,818,2040,Male,64627
United Kingdom of Great Britain and Northern Ireland,826,2040,Male,36987.8
Channel Islands,830,2040,Male,103.5
United Republic of Tanzania,834,2040,Male,49587.4
Belize,84,2040,Male,238.5
United States of America,840,2040,Male,199298.2
United States Virgin Islands,850,2040,Male,50.2
Burkina Faso,854,2040,Male,15537.2
Uruguay,858,2040,Male,1505.2
Uzbekistan,860,2040,Male,19302.5
Venezuela (Bolivarian Republic of),862,2040,Male,19450.6
Samoa,882,2040,Male,74.1
Yemen,887,2040,Male,22878.3
Zambia,894,2040,Male,15232.7
Solomon Islands,90,2040,Male,444
World,900,2040,Male,4522683.9
Africa,903,2040,Male,971153.4
Latin America and the Caribbean,904,2040,Male,357718.7
Northern America,905,2040,Male,222569.8
Eastern Asia,906,2040,Male,813101.8
Europe,908,2040,Male,365906.8
Oceania,909,2040,Male,27137.5
Eastern Africa,910,2040,Male,344322.1
Middle Africa,911,2040,Male,134437.7
Northern Africa,912,2040,Male,146668.7
Southern Africa,913,2040,Male,39827.6
Western Africa,914,2040,Male,305897.2
Caribbean,915,2040,Male,21171.2
Central America,916,2040,Male,101026.3
South-Eastern Asia,920,2040,Male,369482.1
Western Asia,922,2040,Male,192422
Eastern Europe,923,2040,Male,128185.7
Northern Europe,924,2040,Male,57855.8
Southern Europe,925,2040,Male,73502.8
Western Europe,926,2040,Male,106362.6
Australia and New Zealand,927,2040,Male,19580.1
Melanesia,928,2040,Male,6940.1
South America,931,2040,Male,235521.2
Asia,935,2040,Male,2578197.7
Micronesia,954,2040,Male,280.4
Polynesia,957,2040,Male,336.9
Brunei Darussalam,96,2040,Male,288.6
Bulgaria,100,2040,Female,2605.8
Myanmar,104,2040,Female,28349.6
Burundi,108,2040,Female,7469.1
Belarus,112,2040,Female,4833.1
Cambodia,116,2040,Female,10382
Algeria,12,2040,Female,24636.4
Cameroon,120,2040,Female,17646.8
Canada,124,2040,Female,23747.3
Cape Verde,132,2040,Female,279.5
Central African Republic,140,2040,Female,3058.9
Sri Lanka,144,2040,Female,10904.6
Chad,148,2040,Female,12756.5
Chile,152,2040,Female,9929.6
China,156,2040,Female,666870.2
Taiwan Province of China,158,2040,Female,11446.4
Colombia,170,2040,Female,27769.3
Comoros,174,2040,Female,572.7
Mayotte,175,2040,Female,218.9
Congo,178,2040,Female,4123.7
Democratic Republic of the Congo,180,2040,Female,69627.4
Costa Rica,188,2040,Female,2993.7
Croatia,191,2040,Female,1867.1
Cuba,192,2040,Female,4770.5
Cyprus,196,2040,Female,716.7
Czech Republic,203,2040,Female,5248.5
Benin,204,2040,Female,8819.4
Denmark,208,2040,Female,3243.9
Dominican Republic,214,2040,Female,6190.8
Ecuador,218,2040,Female,10456.1
El Salvador,222,2040,Female,3074.6
Equatorial Guinea,226,2040,Female,926.7
Ethiopia,231,2040,Female,82408.8
Eritrea,232,2040,Female,3571.7
Estonia,233,2040,Female,665.1
Angola,24,2040,Female,25765.3
Fiji,242,2040,Female,383.7
Finland,246,2040,Female,2865.5
France,250,2040,Female,37907.7
French Guiana,254,2040,Female,243.7
French Polynesia,258,2040,Female,169.3
Djibouti,262,2040,Female,741.8
Gabon,266,2040,Female,1463.4
Georgia,268,2040,Female,1325.8
Gambia,270,2040,Female,1654.4
Occupied Palestinian Territory,275,2040,Female,3312.7
Germany,276,2040,Female,43580.3
Antigua and Barbuda,28,2040,Female,53.9
Ghana,288,2040,Female,21449.9
Kiribati,296,2040,Female,70.7
Greece,300,2040,Female,5840.8
Grenada,308,2040,Female,33.9
Azerbaijan,31,2040,Female,5213.8
Guadeloupe,312,2040,Female,223.7
Guam,316,2040,Female,91.7
Argentina,32,2040,Female,26906.8
Guatemala,320,2040,Female,11207.4
Guinea,324,2040,Female,9292.2
Guyana,328,2040,Female,223.3
Haiti,332,2040,Female,6344
Honduras,340,2040,Female,6061.6
Hong Kong Special Administrative Region of China,344,2040,Female,5110.3
Hungary,348,2040,Female,4684.6
Iceland,352,2040,Female,192
India,356,2040,Female,771870.3
Australia,36,2040,Female,16994.5
Indonesia,360,2040,Female,151041.8
Iran (Islamic Republic of),364,2040,Female,47793.4
Iraq,368,2040,Female,29204
Ireland,372,2040,Female,2759
Israel,376,2040,Female,6617.7
Italy,380,2040,Female,30062.1
Cote d'Ivoire,384,2040,Female,18257.8
Jamaica,388,2040,Female,1144.4
Japan,392,2040,Female,59166.9
Kazakhstan,398,2040,Female,9069.3
Afghanistan,4,2040,Female,29654
Austria,40,2040,Female,5057.2
Jordan,400,2040,Female,8096
Kenya,404,2040,Female,39881.3
Democratic People's Republic of Korea,408,2040,Female,13183.8
Republic of Korea,410,2040,Female,25733.5
Kuwait,414,2040,Female,2584.7
Kyrgyzstan,417,2040,Female,3524.9
Lao People's Democratic Republic,418,2040,Female,4095.1
Lebanon,422,2040,Female,4203.4
Lesotho,426,2040,Female,1255.3
Latvia,428,2040,Female,905.5
Liberia,430,2040,Female,3581.7
Libyan Arab Jamahiriya,434,2040,Female,3817.1
Bahamas,44,2040,Female,263.7
Lithuania,440,2040,Female,1222.7
Luxembourg,442,2040,Female,425
Macao Special Administrative Region of China,446,2040,Female,505.5
Madagascar,450,2040,Female,20169.5
Malawi,454,2040,Female,17183.6
Malaysia,458,2040,Female,20596.2
Maldives,462,2040,Female,235.9
Mali,466,2040,Female,15012.5
Malta,470,2040,Female,203.8
Martinique,474,2040,Female,174.2
Mauritania,478,2040,Female,3255.9
Bahrain,48,2040,Female,824
Mauritius,480,2040,Female,558.3
Mexico,484,2040,Female,74137.4
Mongolia,496,2040,Female,1817.3
Republic of Moldova,498,2040,Female,1899.1
Montenegro,499,2040,Female,304.1
Bangladesh,50,2040,Female,95679.9
Morocco,504,2040,Female,19842.7
Mozambique,508,2040,Female,23050.6
Armenia,51,2040,Female,1247.7
